"","Player","Season","Pos","Age","Tm","G","GS","MP","FGM","FGA","FGP","X3PM","X3PA","X3PP","X2PM","X2PA","X2PP","EFG","FTM","FTA","FTP","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","PER","TS","X3PAR","FTR","ORBP","DRBP","TRBP","ASTP","STLP","BLKP","TOVP","USG","OWS","DWS","WS","WS48","OBPM","DBPM","BPM","VORP","MVP","DPOY"
"490","P.J. Tucker",2021,"PF",35,"TOT",50,33,26.3,1.3,3.4,0.38,0.8,2.3,0.348,0.5,1.1,0.446,0.497,0.4,0.5,0.75,1,3,4,1.2,0.8,0.4,0.8,2.5,3.8,5.6,0.518,0.673,0.14,4,12.4,8.1,5.6,1.4,1.4,18.1,7.1,0.1,0.9,0.9,0.034,-4.5,0.2,-4.3,-0.8,0,0
"491","Rayjon Tucker",2021,"PG",23,"PHI",13,0,3.8,0.4,1,0.385,0.2,0.5,0.286,0.2,0.5,0.5,0.462,0.9,1.1,0.857,0.1,0.6,0.7,0.4,0.2,0,0.2,0.5,1.8,15.3,0.626,0.538,1.077,2.2,17.2,9.9,13.3,1.9,0,13.5,19,0.1,0.1,0.2,0.18,-3.2,0.7,-2.5,0,0,0
"492","Myles Turner",2021,"C",24,"IND",47,47,31,4.4,9.2,0.477,1.5,4.4,0.335,2.9,4.8,0.606,0.557,2.4,3,0.782,1.3,5.2,6.5,1,0.9,3.4,1.4,3.5,12.6,15.4,0.599,0.477,0.329,4.7,18,11.4,4.4,1.3,8.9,11.9,16.5,1.1,2.3,3.4,0.112,-1.3,1.7,0.4,0.9,0,0
"493","Jonas Valanciunas",2021,"C",28,"MEM",60,59,28.1,7,12,0.585,0.4,1,0.368,6.7,11,0.604,0.6,2.4,3.2,0.762,4.1,8.4,12.5,1.8,0.6,0.9,1.6,2.9,16.8,24,0.627,0.079,0.263,15.3,31.9,23.5,10,1,3,10.8,22.5,4.7,2.5,7.2,0.206,2.8,-0.5,2.3,1.8,0,0
"494","Denzel Valentine",2021,"SG",27,"CHI",60,3,16.7,2.5,6.7,0.38,1.3,3.9,0.332,1.2,2.8,0.448,0.478,0.3,0.3,0.941,0.4,2.8,3.2,1.7,0.5,0.1,0.7,1.1,6.6,10.4,0.488,0.588,0.043,2.7,18.6,10.7,13.9,1.5,0.5,9.3,19.5,-0.3,1,0.7,0.036,-1.9,-0.7,-2.7,-0.2,0,0
"495","Jarred Vanderbilt",2021,"PF",21,"MIN",61,28,17.7,2.2,3.6,0.606,0,0.1,0.25,2.2,3.6,0.613,0.609,0.9,1.6,0.561,1.8,3.9,5.7,1.2,1,0.7,0.9,2,5.3,16,0.613,0.018,0.443,10.4,24.7,17.3,9.5,2.6,3.6,16.4,12.2,1.5,1.5,2.9,0.13,-1.7,1.1,-0.6,0.4,0,0
"496","Fred VanVleet",2021,"SG",26,"TOR",52,52,36.5,6.5,16.7,0.389,3.3,9.2,0.366,3.2,7.6,0.416,0.489,3.3,3.7,0.885,0.6,3.6,4.2,6.3,1.7,0.7,1.8,2.3,19.6,16.8,0.534,0.547,0.22,1.8,11.3,6.4,26.7,2.2,2,9.1,23.9,2.5,1.9,4.3,0.11,2.3,-0.1,2.2,2,0,0
"497","Anderson Varejao",2021,"C",38,"CLE",3,0,9.3,0.3,3.7,0.091,0,0.3,0,0.3,3.3,0.1,0.091,1.3,2.7,0.5,1.7,3.3,5,1,0,0.3,0.3,1,2,4.1,0.207,0.091,0.727,19.5,41.3,30.1,14.1,0,3.2,6.4,24.2,-0.1,0,-0.1,-0.169,-8,-2.9,-10.9,-0.1,0,0
"498","Devin Vassell",2021,"SF",20,"SAS",58,6,16.6,1.9,4.6,0.418,0.9,2.3,0.381,1.1,2.3,0.455,0.513,0.6,0.8,0.841,0.4,2.4,2.8,0.9,0.7,0.3,0.3,1.4,5.4,11.2,0.543,0.5,0.164,2.5,15.4,8.9,7,2.1,1.4,6.5,13.9,0.5,1.1,1.7,0.084,-2.1,0.9,-1.2,0.2,0,0
"499","Gabe Vincent",2021,"PG",24,"MIA",47,6,13.1,1.7,4.7,0.373,0.9,3,0.305,0.8,1.7,0.494,0.47,0.4,0.5,0.87,0.2,0.9,1.1,1.2,0.4,0,0.6,1.6,4.8,7.2,0.493,0.641,0.105,1.9,7.3,4.6,13.5,1.5,0.3,11.5,19.1,-0.4,0.5,0.1,0.005,-4.7,-1.2,-5.9,-0.6,0,0
"500","Noah Vonleh",2021,"PF",25,"BRK",4,0,2.8,0,0.8,0,0,0.5,0,0,0.3,0,0,0,0,0,0,0.3,0.3,0.3,0,0,0.5,0.5,0,-19,0,0.667,0,0,9.6,5,10.2,0,0,40,19.8,-0.1,0,-0.1,-0.488,-20.9,-8.9,-29.9,-0.1,0,0
"501","Nikola Vucevic",2021,"C",30,"TOT",68,68,33.6,9.6,20,0.482,2.6,6.3,0.409,7.1,13.7,0.515,0.546,1.9,2.3,0.838,2.1,9.5,11.6,3.8,1,0.7,1.8,1.9,23.7,23.4,0.565,0.313,0.113,6.6,30.6,18.4,21.3,1.4,1.8,7.9,29.3,3.5,3,6.5,0.137,5.3,0.2,5.5,4.3,0,0
"502","Dean Wade",2021,"PF",24,"CLE",60,16,18.6,2.1,4.8,0.429,1.2,3.3,0.364,0.9,1.5,0.573,0.554,0.5,0.6,0.771,0.6,2.7,3.3,1.1,0.5,0.4,0.5,1.1,5.8,11.4,0.57,0.69,0.122,3.4,16.6,9.8,8.9,1.4,1.7,8.2,12.9,1,0.8,1.8,0.079,-0.9,-0.3,-1.1,0.2,0,0
"503","Moritz Wagner",2021,"C",23,"TOT",42,21,15.5,2.3,5.1,0.449,0.7,2,0.337,1.6,3.1,0.519,0.514,1.5,1.9,0.81,0.6,2.6,3.2,1.1,0.6,0.4,0.9,2.4,6.8,12.6,0.571,0.388,0.369,4,18.2,11,10.1,1.8,2.2,13.6,18.7,0.4,0.7,1.1,0.081,-2.6,0.1,-2.5,-0.1,0,0
"504","Kemba Walker",2021,"PG",30,"BOS",43,43,31.8,6.6,15.7,0.42,3,8.2,0.36,3.7,7.5,0.486,0.514,3.1,3.5,0.899,0.4,3.6,4,4.9,1.1,0.3,2,1.4,19.3,17.7,0.559,0.522,0.22,1.3,12.7,6.9,23.7,1.7,0.8,10.6,26.1,2.1,1.1,3.2,0.114,2.5,-0.7,1.8,1.3,0,0
"505","Lonnie Walker",2021,"SG",22,"SAS",56,34,25.3,4.4,10.2,0.428,1.7,4.6,0.363,2.7,5.6,0.482,0.511,1,1.3,0.814,0.2,2.4,2.6,1.6,0.5,0.3,1.1,1.7,11.4,10.3,0.532,0.454,0.123,1,10.1,5.4,9.2,1,0.9,8.9,20.3,-0.3,0.9,0.7,0.023,-2,-1.6,-3.5,-0.6,0,0
"506","John Wall",2021,"PG",30,"HOU",40,40,32.2,7.3,18.2,0.404,2,6.2,0.317,5.4,11.9,0.449,0.458,4,5.3,0.749,0.4,2.8,3.2,6.9,1.1,0.8,3.5,1.2,20.6,15.5,0.503,0.343,0.291,1.3,9.7,5.3,36.3,1.5,2.2,14.7,31.7,-0.9,0.8,-0.2,-0.007,1.4,-1.6,-0.2,0.6,0,0
"507","Brad Wanamaker",2021,"PG",31,"TOT",61,0,17.3,1.9,4.9,0.385,0.3,1.4,0.188,1.6,3.5,0.463,0.411,1.5,1.7,0.891,0.3,1.4,1.7,2.9,0.7,0.2,1.2,1.5,5.5,9.5,0.489,0.284,0.338,1.8,8.8,5.3,22.4,1.9,1,17.1,16.9,-0.2,1,0.9,0.039,-4.6,-0.2,-4.8,-0.7,0,0
"508","T.J. Warren",2021,"SF",27,"IND",4,4,29.3,6.8,12.8,0.529,0,1.8,0,6.8,11,0.614,0.529,2,2.5,0.8,0.5,3,3.5,1.3,0.5,0,1,4,15.5,11.6,0.56,0.137,0.196,1.9,11.1,6.5,6.5,0.8,0,6.7,21.7,0.1,0.1,0.1,0.047,-3,-2.5,-5.5,-0.1,0,0
"509","P.J. Washington",2021,"PF",22,"CHO",61,58,30.5,4.8,10.7,0.449,1.8,4.4,0.399,3,6.2,0.486,0.532,1.8,2.3,0.755,1.4,5,6.5,2.5,1,1.3,2,2.7,13.1,13.8,0.561,0.416,0.219,5,18.1,11.5,12.4,1.7,4.2,14.9,19.5,0.6,2.3,2.8,0.073,-1.1,0.3,-0.8,0.6,0,0
"510","Yuta Watanabe",2021,"SF",26,"TOR",49,3,14.6,1.6,3.6,0.446,0.7,1.8,0.404,0.9,1.8,0.489,0.548,0.5,0.6,0.828,0.7,2.5,3.2,0.8,0.5,0.4,0.4,1.2,4.4,12.5,0.574,0.503,0.164,5.4,19.4,12.1,7.7,1.7,2.7,8.7,12.6,0.8,0.8,1.6,0.109,-1,0.5,-0.5,0.3,0,0
"511","Tremont Waters",2021,"PG",23,"BOS",23,2,7.3,0.9,2.3,0.37,0.3,1,0.348,0.5,1.3,0.387,0.444,0.6,0.6,0.929,0.1,0.4,0.6,2,0.6,0,0.8,0.6,2.7,13.6,0.507,0.426,0.259,2,6.7,4.3,37.7,3.8,0,24,20.3,0,0.2,0.2,0.066,-0.9,0.2,-0.7,0.1,0,0
"512","Paul Watson",2021,"SF",26,"TOR",27,2,11,1.4,3,0.463,1.1,2.4,0.469,0.3,0.7,0.444,0.646,0.2,0.3,0.625,0.1,1.5,1.7,0.6,0.2,0.1,0.3,1.3,4.1,10.9,0.649,0.78,0.098,1.4,15.7,8.3,8.2,1,1,9.5,13.8,0.4,0.2,0.6,0.098,-0.7,-0.7,-1.4,0,0,0
"513","Quinndary Weatherspoon",2021,"SG",24,"SAS",18,0,4.5,0.3,0.9,0.353,0,0.2,0,0.3,0.8,0.429,0.353,0.6,0.7,0.833,0.1,0.2,0.3,0.3,0.3,0.1,0.5,0.7,1.2,5.4,0.494,0.176,0.706,2.6,5.3,3.9,9.4,3.6,2.1,28.8,16.8,-0.2,0.1,-0.1,-0.036,-8.1,0.9,-7.2,-0.1,0,0
"514","Russell Westbrook",2021,"PG",32,"WAS",62,62,36.3,8.4,19,0.441,1.3,4,0.315,7.1,14.9,0.475,0.475,4,6.2,0.649,1.7,9.9,11.6,11.6,1.3,0.4,4.9,2.9,22,19.2,0.508,0.213,0.327,5,28.8,16.9,48.5,1.7,0.8,18.4,30.4,0.2,2.9,3.2,0.067,2.3,0.7,3,2.8,0,0
"515","Coby White",2021,"PG",20,"CHI",66,51,31,5.5,13.1,0.416,2.3,6.5,0.359,3.1,6.6,0.474,0.506,1.9,2.1,0.906,0.4,3.7,4,4.7,0.5,0.2,2.2,2.6,15.2,12.1,0.54,0.498,0.159,1.4,12.9,7.2,21.5,0.9,0.6,13.7,22.7,0.7,1.5,2.2,0.051,-1.1,-1.5,-2.6,-0.3,0,0
"516","Derrick White",2021,"SG",26,"SAS",36,32,29.6,5.2,12.6,0.411,2.3,6.8,0.346,2.8,5.8,0.486,0.503,2.7,3.2,0.851,0.4,2.6,3,3.5,0.7,1,1.3,2.5,15.4,15,0.55,0.536,0.252,1.3,9.6,5.4,17.4,1.2,2.9,8.2,22.5,1,0.9,2,0.088,1.1,0,1.1,0.8,0,0
"517","Hassan Whiteside",2021,"C",31,"SAC",36,4,15.2,3.5,6.2,0.563,0,0,0,3.5,6.2,0.565,0.563,1.1,2.2,0.519,1.7,4.3,6,0.6,0.3,1.3,1.1,2,8.1,19.2,0.566,0.004,0.353,12.3,31.8,21.9,5.6,0.8,7.1,13.4,23.6,0.3,0.6,0.9,0.081,-1.8,-0.6,-2.5,-0.1,0,0
"518","Greg Whittington",2021,"PF",27,"DEN",4,0,3,0,0.8,0,0,0.5,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10.1,0,0.667,0,0,0,0,0,0,0,0,10.9,-0.1,0,-0.1,-0.259,-11.4,-6.1,-17.5,0,0,0
"519","Andrew Wiggins",2021,"PF",25,"GSW",70,70,33.2,7.1,14.9,0.476,2,5.2,0.377,5.1,9.7,0.53,0.542,2.4,3.4,0.716,1.1,3.7,4.8,2.4,0.9,1,1.8,2.2,18.6,14.9,0.567,0.351,0.226,3.7,11.7,7.7,11.1,1.3,2.6,9.8,23.3,1.2,2.6,3.8,0.079,-0.1,-0.6,-0.7,0.8,0,0
"520","Grant Williams",2021,"PF",22,"BOS",60,8,17.7,1.6,3.7,0.429,0.7,2,0.361,0.9,1.7,0.51,0.527,0.5,0.8,0.587,0.7,2,2.7,1,0.5,0.4,0.9,2.5,4.4,7.2,0.538,0.545,0.205,4.6,12.6,8.6,7.2,1.4,2,17.6,12,0,0.9,0.9,0.041,-4.2,-0.1,-4.2,-0.6,0,0
"521","Kenrich Williams",2021,"PF",26,"OKC",66,13,21.6,3.3,6.2,0.533,0.8,1.8,0.444,2.5,4.5,0.568,0.596,0.5,1,0.571,1.3,2.9,4.1,2.3,0.8,0.3,1.2,2.2,8,13.9,0.599,0.285,0.153,6,14,10,16.4,1.8,1.1,14.8,15.3,1.6,1.2,2.8,0.095,-1.1,0.7,-0.3,0.6,0,0
"522","Lou Williams",2021,"PG",34,"TOT",63,4,21.8,4.1,10,0.411,1.1,2.7,0.394,3,7.3,0.417,0.464,2.3,2.7,0.863,0.3,1.7,2.1,3.4,0.7,0.1,1.6,0.9,11.6,14.1,0.519,0.271,0.268,1.8,8.6,5.3,23.2,1.7,0.4,12.7,25.8,0.5,1.1,1.6,0.057,-1,-1.8,-2.9,-0.3,0,0
"523","Patrick Williams",2021,"PF",19,"CHI",68,68,28,3.5,7.3,0.48,0.7,1.9,0.385,2.8,5.4,0.514,0.53,1.2,1.7,0.728,0.9,3.7,4.6,1.4,0.9,0.6,1.4,1.8,9,10.1,0.557,0.261,0.229,3.5,14.5,9,6.7,1.6,2,14.5,14.6,0.1,2.1,2.2,0.055,-2.9,0,-2.9,-0.4,0,0
"524","Robert Williams",2021,"C",23,"BOS",52,13,18.9,3.6,5,0.721,0,0,0,3.6,4.9,0.727,0.721,0.9,1.4,0.616,2.6,4.3,6.9,1.8,0.8,1.8,1,2,8,25.7,0.719,0.008,0.283,15,25.7,20.3,14.2,2.1,8.7,15.2,15,3.4,1.9,5.3,0.256,3,3.1,6.1,2,0,0
"525","Zion Williamson",2021,"PF",20,"NOP",61,61,33.2,10.4,17,0.611,0.2,0.6,0.294,10.2,16.4,0.622,0.616,6,8.7,0.698,2.7,4.5,7.2,3.7,0.9,0.6,2.7,2.2,27,27.1,0.649,0.033,0.51,9,14.7,11.8,19.7,1.4,1.8,11.6,29.8,7.1,1.6,8.7,0.207,5.8,-0.4,5.4,3.8,0,0
"526","D.J. Wilson",2021,"PF",24,"TOT",35,1,12.4,1.9,4.8,0.405,0.9,2.5,0.345,1.1,2.3,0.469,0.494,0.5,0.7,0.68,0.6,2.6,3.2,0.7,0.3,0.5,0.6,1.3,5.2,11.6,0.511,0.518,0.149,4.8,23.1,13.7,7.9,1.2,3.3,10.9,19.7,-0.2,0.5,0.3,0.033,-2.8,-0.7,-3.5,-0.2,0,0
"527","Dylan Windler",2021,"SF",24,"CLE",31,0,16.5,1.8,4.2,0.438,0.8,2.5,0.338,1,1.7,0.585,0.538,0.7,0.9,0.778,0.6,2.8,3.5,1.1,0.6,0.4,1,1.2,5.2,10.8,0.567,0.592,0.208,4.3,19.6,11.7,9.4,1.8,2.1,18.4,14.8,0,0.5,0.5,0.044,-1.8,0.1,-1.7,0,0,0
"528","Justise Winslow",2021,"SF",24,"MEM",25,0,18.8,2.6,7.6,0.34,0.2,1.9,0.125,2.4,5.7,0.413,0.356,0.7,1.2,0.586,0.6,3.6,4.2,1.8,0.6,0.5,1.4,1.7,6.1,5.4,0.375,0.251,0.152,3.6,20.4,11.9,13.1,1.5,2.3,14.3,21.4,-1.4,0.6,-0.8,-0.08,-6.7,0.1,-6.6,-0.5,0,0
"529","Cassius Winston",2021,"PG",22,"WAS",21,0,4.6,0.7,1.6,0.424,0.4,0.8,0.471,0.3,0.8,0.375,0.545,0.2,0.3,0.833,0,0.4,0.4,0.6,0.1,0,0.2,0.4,2,10.9,0.575,0.515,0.182,0,9.8,4.9,16.5,1,0.9,12.3,17.3,0.1,0.1,0.1,0.065,-1.7,-1.2,-2.9,0,0,0
"530","James Wiseman",2021,"C",19,"GSW",39,27,21.4,4.9,9.4,0.519,0.3,1,0.316,4.6,8.5,0.542,0.535,1.4,2.2,0.628,1.4,4.4,5.8,0.7,0.3,0.9,1.5,3.1,11.5,13.1,0.552,0.103,0.234,7.1,21.5,14.4,4.9,0.6,3.8,12.9,23.8,-0.4,1.1,0.7,0.042,-4,-1.4,-5.4,-0.7,0,0
"531","Christian Wood",2021,"C",25,"HOU",41,41,32.3,8,15.6,0.514,1.9,5,0.374,6.1,10.6,0.581,0.574,3,4.8,0.631,1.9,7.8,9.6,1.7,0.8,1.2,2,2.1,21,20.1,0.591,0.322,0.309,5.8,26.7,15.8,9.4,1.2,3.3,9.9,25.9,1.4,1.4,2.8,0.102,1.9,-0.5,1.4,1.2,0,0
"532","Robert Woodard",2021,"SF",21,"SAC",11,0,2.6,0.6,1.3,0.5,0.1,0.4,0.25,0.5,0.9,0.6,0.536,0.3,0.7,0.375,0.3,0.7,1,0,0,0.2,0.1,0.2,1.6,18.4,0.514,0.286,0.571,11.4,31.1,21.1,0,0,5.8,5.4,27.5,0,0,0,0.037,0.2,-3.3,-3.2,0,0,0
"533","Delon Wright",2021,"SG-PG",28,"TOT",60,36,27.6,3.8,8.1,0.47,1,2.7,0.39,2.8,5.5,0.509,0.534,1.7,2.1,0.802,1,3.3,4.3,4.4,1.6,0.5,1.3,1.2,10.4,16.8,0.572,0.326,0.259,4.1,13.3,8.6,23.2,2.9,1.5,12.6,16.3,2.6,1.7,4.4,0.127,1,1.5,2.5,1.9,0,0
"534","Thaddeus Young",2021,"PF",32,"CHI",65,20,24.1,5.4,9.6,0.56,0.2,0.7,0.279,5.2,8.9,0.581,0.57,1,1.6,0.635,2.4,3.7,6.1,4.3,1.1,0.6,2,2.3,11.9,20.2,0.58,0.069,0.167,11,16.8,13.9,27.1,2.3,2,16.2,22,2.7,2.1,4.8,0.147,1.8,1.3,3.1,2,0,0
"535","Trae Young",2021,"PG",22,"ATL",60,60,34.1,7.8,17.7,0.437,2.2,6.4,0.349,5.5,11.4,0.486,0.5,7.8,8.9,0.885,0.6,3.3,3.9,9.5,0.9,0.2,4.2,1.8,25.6,23,0.591,0.358,0.499,2.1,10.4,6.3,45.4,1.2,0.5,16.3,33,5.7,1.1,6.8,0.16,5.4,-1.8,3.6,2.9,0,0
"536","Cody Zeller",2021,"C",28,"CHO",45,20,20.5,3.8,6.7,0.558,0.1,0.6,0.143,3.7,6.1,0.6,0.564,1.7,2.5,0.703,2.5,4.4,6.8,1.8,0.6,0.4,1,2.5,9.3,18.6,0.597,0.092,0.366,12.9,23.3,18,13.4,1.4,1.8,11.6,18.6,2,1.1,3.1,0.162,0,0,0,0.5,0,0
"537","Ivica Zubac",2021,"C",23,"LAC",69,30,22.8,3.7,5.6,0.65,0,0,0,3.7,5.6,0.655,0.65,1.9,2.4,0.787,2.7,4.7,7.4,1.3,0.3,0.9,1.1,2.6,9.3,19.2,0.69,0.008,0.434,13.7,22.4,18.2,7.9,0.8,3.4,14.4,15.3,4.7,2.1,6.8,0.208,0.8,-0.1,0.7,1.1,0,0
