"","Player","Season","Pos","Age","Tm","G","GS","MP","FGM","FGA","FGP","X3PM","X3PA","X3PP","X2PM","X2PA","X2PP","EFG","FTM","FTA","FTP","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","PER","TS","X3PAR","FTR","ORBP","DRBP","TRBP","ASTP","STLP","BLKP","TOVP","USG","OWS","DWS","WS","WS48","OBPM","DBPM","BPM","VORP","SMOY"
"232","Aaron Nesmith",2021,"SF",21,"BOS",43,0,14.1,1.6,3.6,0.455,0.9,2.3,0.394,0.7,1.3,0.564,0.581,0.5,0.6,0.769,0.6,2,2.6,0.4,0.3,0.2,0.5,1.7,4.6,10,0.601,0.643,0.169,4.6,16.4,10.4,4,1.1,1.4,11.3,13.3,0.6,0.5,1.1,0.084,-2.4,-0.3,-2.7,-0.1,0
"233","Raul Neto",2021,"PG",28,"WAS",63,21,21.8,3.2,6.9,0.467,1,2.6,0.395,2.2,4.4,0.509,0.54,1.1,1.3,0.877,0.4,2,2.4,2.3,1.2,0.1,0.8,1.7,8.6,13,0.574,0.371,0.185,2.1,9.7,5.9,14.1,2.4,0.4,10.1,15.8,1.4,1.3,2.7,0.095,-1.4,0.6,-0.8,0.4,0
"234","Georges Niang",2021,"PF",27,"UTA",69,9,15.8,2.4,5.6,0.436,1.7,4,0.424,0.7,1.6,0.467,0.589,0.2,0.2,1,0.4,2.1,2.5,0.8,0.3,0.1,0.7,1.6,6.8,11,0.599,0.721,0.044,2.9,13.2,8.3,7.3,1,0.6,11.6,17.5,1,1.3,2.3,0.1,-0.7,-0.1,-0.7,0.4,0
"235","Zeke Nnaji",2021,"PF",20,"DEN",40,1,9.1,1.1,2.4,0.474,0.5,1.3,0.377,0.6,1.1,0.595,0.579,0.3,0.4,0.8,0.3,1.1,1.5,0.2,0.2,0.1,0.2,0.7,3.1,10.5,0.6,0.558,0.158,4.1,14,9.1,2.9,0.8,1.1,6.4,13.1,0.4,0.3,0.7,0.092,-1.2,-1.7,-2.9,-0.1,0
"236","Jaylen Nowell",2021,"SG",21,"MIN",41,0,18.2,3.4,8,0.424,1.2,3.6,0.336,2.2,4.5,0.495,0.498,1,1.3,0.811,0.4,1.8,2.3,1.5,0.5,0.3,0.7,1.8,9.1,12.1,0.526,0.442,0.161,2.5,11.3,6.7,12.5,1.3,1.4,7.3,21.4,0.3,0.4,0.6,0.041,-1.6,-1.7,-3.3,-0.3,0
"237","Frank Ntilikina",2021,"PG",22,"NYK",30,4,10.5,0.9,2.6,0.359,0.7,1.6,0.468,0.2,1,0.194,0.5,0.3,0.6,0.444,0.2,0.8,1,0.6,0.6,0.1,0.4,1.4,2.9,7.3,0.5,0.603,0.231,2.1,8.2,5.2,8.3,2.7,0.9,11.3,13.7,-0.1,0.5,0.4,0.06,-4.8,1.9,-2.9,-0.1,0
"238","James Nunnally",2021,"SF",30,"NOP",6,0,6.2,0.7,1.7,0.4,0.5,1.5,0.333,0.2,0.2,1,0.55,0.2,0.3,0.5,0.3,0.8,1.2,0.3,0,0,0.2,0.2,2,9.6,0.551,0.9,0.2,5.9,14.7,10.3,7,0,0,8.4,13.5,0,0,0,0.059,-1.3,-1.5,-2.7,0,0
"239","David Nwaba",2021,"SF",28,"HOU",30,9,22.6,3.5,7.3,0.486,0.6,2.1,0.27,3,5.2,0.574,0.525,1.6,2.3,0.691,1.3,2.6,3.9,1,1,0.7,0.6,2,9.2,14.4,0.557,0.289,0.312,6,12.8,9.2,6.9,2.1,2.8,6.4,16.6,0.7,0.6,1.3,0.094,-1.3,1,-0.3,0.3,0
"240","Jordan Nwora",2021,"SF",22,"MIL",28,2,8.4,1.7,4,0.432,0.9,1.9,0.444,0.9,2,0.421,0.541,0.6,0.8,0.81,0.1,1.5,1.6,0.3,0.5,0.2,0.8,0.7,4.9,13.9,0.57,0.486,0.189,1.8,17.6,10,4.1,3,1.9,14.9,25,-0.1,0.4,0.2,0.047,-2,-0.5,-2.5,0,0
"241","Semi Ojeleye",2021,"PF",26,"BOS",53,13,17,1.6,3.9,0.402,1.1,2.8,0.38,0.5,1.1,0.458,0.538,0.5,0.6,0.75,0.5,2.1,2.6,0.7,0.3,0,0.4,1,4.7,8.3,0.558,0.718,0.153,3.6,13.6,8.6,5.2,0.9,0,8.2,11.6,0.7,0.5,1.2,0.064,-1.4,-1.2,-2.6,-0.1,0
"242","Jahlil Okafor",2021,"C",25,"DET",25,0,12,2.2,3.5,0.625,0.1,0.3,0.286,2.1,3.2,0.654,0.636,0.5,0.8,0.684,0.7,1.6,2.3,0.5,0.2,0.2,0.8,1.4,5,13.1,0.649,0.08,0.216,6.6,14.5,10.5,7,1,1.2,16.5,16.7,0.3,0.2,0.5,0.081,-2.4,-0.7,-3.1,-0.1,0
"243","Chuma Okeke",2021,"PF",22,"ORL",45,19,25.2,3,7.2,0.417,1.1,3.1,0.348,1.9,4.1,0.47,0.492,0.7,0.9,0.75,0.9,3.1,4,2.2,1.1,0.5,0.8,1.1,7.8,11.8,0.511,0.435,0.123,3.7,13.2,8.3,13.1,2.1,1.8,10,14.5,0.3,1,1.4,0.057,-1.8,0.4,-1.4,0.2,0
"244","Onyeka Okongwu",2021,"C",20,"ATL",47,3,11.5,1.7,2.7,0.635,0,0.1,0,1.7,2.6,0.65,0.635,0.7,1.1,0.66,1.1,1.9,2.9,0.3,0.4,0.6,0.6,2,4.1,15.5,0.652,0.024,0.397,10.3,17.6,14,4,1.9,4.9,14.9,14,0.9,0.7,1.6,0.141,-2.9,1,-1.9,0,0
"245","KZ Okpala",2021,"PF",21,"MIA",34,9,12,0.9,2.6,0.345,0.4,1.4,0.245,0.5,1.1,0.474,0.414,0.1,0.3,0.3,0.6,1.3,1.8,0.5,0.2,0.3,0.4,1.6,2.2,3.8,0.41,0.563,0.115,5.4,11.8,8.6,5.6,1,2.3,12.5,11.5,-0.4,0.4,0,-0.005,-6.9,-0.9,-7.9,-0.6,0
"246","Cameron Oliver",2021,"F",24,"HOU",1,0,19,6,10,0.6,1,3,0.333,5,7,0.714,0.65,0,0,0,1,2,3,2,1,0,0,3,13,24.4,0.65,0.3,0,5.4,11.7,8.4,21.1,2.5,0,0,22.4,0.1,0,0.1,0.214,-0.5,0.4,0,0,0
"247","Miye Oni",2021,"SG",23,"UTA",51,0,9.4,0.6,1.9,0.347,0.5,1.6,0.333,0.1,0.2,0.455,0.495,0.1,0.1,0.833,0.4,1.2,1.6,0.5,0.2,0.2,0.3,1.1,1.9,6.4,0.507,0.884,0.063,5.1,12.7,9.1,7.1,1,1.3,14.1,10.2,0.2,0.6,0.8,0.076,-3.1,0.9,-2.2,0,0
"248","Cedi Osman",2021,"SF",25,"CLE",57,24,25.5,3.7,9.9,0.371,1.7,5.5,0.306,2,4.4,0.452,0.456,1.3,1.7,0.8,0.6,2.7,3.4,2.9,0.9,0.2,1.3,2,10.4,10.5,0.487,0.555,0.168,2.8,12.4,7.5,17.4,1.8,0.6,10.7,20.5,-0.4,0.9,0.5,0.017,-1.7,-0.9,-2.6,-0.2,0
"249","Daniel Oturu",2021,"C",21,"LAC",27,0,4.1,0.6,1.1,0.517,0,0,0,0.6,1,0.536,0.517,0.2,0.3,0.625,0.4,0.7,1.1,0.3,0,0.1,0.2,0.7,1.3,12.4,0.538,0.034,0.276,12.7,18.8,15.8,8.7,0.5,3.2,13.3,15.1,0.1,0.1,0.3,0.112,-3.5,-0.9,-4.4,-0.1,0
"250","Jabari Parker",2021,"PF",25,"TOT",11,0,11,1.9,3.5,0.538,0,0.5,0,1.9,3,0.636,0.538,0.3,0.4,0.75,0.8,2.1,2.9,0.6,0.1,0.5,0.8,0.8,4.1,12.4,0.552,0.154,0.103,8.3,21.4,14.8,8.4,0.4,3.8,18.1,17.7,0,0.1,0.1,0.037,-2.5,-0.4,-2.9,0,0
"251","Eric Paschall",2021,"PF",24,"GSW",39,2,17.3,3.7,7.5,0.491,0.4,1.4,0.321,3.3,6.2,0.529,0.52,1.6,2.3,0.719,0.7,2.5,3.2,1.3,0.3,0.2,1.1,1.7,9.5,13.3,0.555,0.181,0.304,4.3,15.1,9.8,11.7,0.8,0.9,11,23.6,0.2,0.7,0.8,0.059,-1.7,-1.5,-3.1,-0.2,0
"252","Anzejs Pasecniks",2021,"C",25,"WAS",1,0,6,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,5,2,0,-40.6,0,1,0,17.8,0,8.8,18.7,0,0,83.3,41.4,-0.1,0,-0.1,-1.114,-40.1,-7.1,-47.1,-0.1,0
"253","Patrick Patterson",2021,"PF",31,"LAC",36,4,14.2,1.8,4,0.434,1,2.8,0.364,0.8,1.3,0.587,0.559,0.3,0.4,0.75,0.4,1.4,1.9,0.6,0.4,0.2,0.3,1.2,4.8,10.7,0.572,0.683,0.11,3.6,11.1,7.5,5.8,1.3,1.4,6.7,14.2,0.5,0.5,1,0.097,-0.5,-0.2,-0.7,0.2,0
"254","Justin Patton",2021,"C",23,"HOU",13,6,19,2.2,5.4,0.414,0.7,2.6,0.265,1.5,2.8,0.556,0.479,0.2,0.3,0.75,1.1,2.7,3.8,1.1,0.9,1.1,0.3,2.6,5.4,11.6,0.488,0.486,0.057,5.8,15.7,10.6,8.1,2.3,5.1,5.3,13,0.1,0.3,0.4,0.076,-3.8,1.7,-2,0,0
"255","Cameron Payne",2021,"PG",26,"PHO",57,0,17.7,3,6.3,0.475,1.1,2.7,0.425,1.9,3.6,0.512,0.565,0.8,0.9,0.885,0.3,2.1,2.3,3.5,0.6,0.3,1,1.6,7.9,16.6,0.592,0.425,0.144,1.7,13,7.4,27.7,1.7,1.3,13,19.5,2,1.1,3.1,0.146,1.3,0.8,2,1,0
"256","Gary Payton II",2021,"PG",28,"GSW",10,0,4,1,1.3,0.769,0.2,0.4,0.5,0.8,0.9,0.889,0.846,0.3,0.4,0.75,0.2,0.9,1.1,0.1,0.6,0.1,0.1,0.8,2.5,29.2,0.847,0.308,0.308,5.4,23.7,14.6,4.1,7,2.2,6.3,16.8,0.2,0.1,0.3,0.331,0.5,9,9.5,0.1,0
"257","Norvel Pelle",2021,"C",27,"TOT",13,0,6.5,0.6,1.2,0.533,0,0,0,0.6,1.2,0.533,0.533,0.3,0.5,0.667,0.5,1,1.5,0.2,0.1,0.7,0.2,1.1,1.5,11.6,0.567,0,0.4,8.1,16.6,12.4,3,0.6,10,14.5,10.8,0.1,0.1,0.2,0.111,-3.4,2.4,-1,0,0
"258","Reggie Perry",2021,"PF",20,"BRK",23,0,8.8,1.4,3.3,0.421,0.2,0.9,0.19,1.2,2.4,0.509,0.447,0.4,0.6,0.769,1.1,1.9,3,0.6,0.3,0.3,0.6,1.6,3.4,12,0.477,0.276,0.171,14.9,22.4,18.8,9.4,1.4,2.6,14.6,20.5,0,0.2,0.2,0.051,-4.3,-1.5,-5.8,-0.2,0
"259","Theo Pinson",2021,"SG",25,"NYK",17,0,2,0.1,0.5,0.111,0,0.5,0,0.1,0.1,1,0.111,0,0,0,0,0.3,0.3,0.1,0,0,0.1,0.2,0.1,-8.1,0.111,0.889,0,0,15.8,8,3.7,0,0,10,13.1,-0.2,0,-0.1,-0.205,-13.6,-2.9,-16.5,-0.1,0
"260","Vincent Poirier",2021,"C",27,"PHI",10,0,3.9,0.3,1.2,0.25,0,0.1,0,0.3,1.1,0.273,0.25,0.2,0.6,0.333,0.6,0.8,1.4,0.2,0,0.3,0.4,0.8,0.8,1.6,0.273,0.083,0.5,17.3,22.1,19.7,6.6,0,6.9,21.5,20.5,-0.2,0.1,-0.1,-0.126,-11.4,-3.2,-14.6,-0.1,0
"261","Jordan Poole",2021,"SG",21,"GSW",49,6,19,3.8,9,0.424,1.8,5.3,0.346,2,3.7,0.536,0.526,1.9,2.2,0.877,0.3,1.5,1.7,1.9,0.5,0.2,0.9,1.7,11.4,14.3,0.571,0.587,0.239,1.5,8.1,4.9,15.1,1.2,0.8,8.6,24.6,0.8,0.8,1.6,0.083,0.4,-1.5,-1.1,0.2,0
"262","Jontay Porter",2021,"PF",21,"MEM",10,0,3.3,0.5,1.2,0.417,0.2,0.7,0.286,0.3,0.5,0.6,0.5,0.3,0.3,1,0.2,0.9,1.1,0.1,0.2,0,0.6,0.8,1.5,6,0.563,0.583,0.25,6.3,29.3,17.7,4.1,2.9,0,31.1,24.7,-0.1,0.1,0,-0.063,-9.6,-0.3,-9.9,-0.1,0
"263","Otto Porter",2021,"SF-PF",27,"TOT",28,6,21.6,3.5,8.1,0.432,1.4,3.7,0.375,2.1,4.4,0.48,0.518,1.3,1.5,0.857,1,4.4,5.4,2,0.6,0.1,0.9,1.5,9.7,14.5,0.552,0.458,0.185,5.2,22.4,13.8,12.9,1.3,0.6,9.2,19.3,0.6,0.6,1.3,0.101,0,-0.5,-0.6,0.2,0
"264","Bobby Portis",2021,"C",25,"MIL",64,7,20.9,4.7,9.1,0.519,1.1,2.4,0.467,3.6,6.8,0.537,0.58,0.8,1.1,0.729,1.9,5.3,7.2,1.1,0.8,0.4,0.9,1.7,11.4,19.8,0.592,0.26,0.12,10,25.5,18,7.4,1.8,1.7,8.2,21,2.6,2,4.6,0.164,1.9,-0.6,1.3,1.1,0
"265","Dwight Powell",2021,"C",29,"DAL",55,16,16,2,3.3,0.612,0.1,0.4,0.238,1.9,2.9,0.66,0.626,1.6,2.1,0.779,1.3,2.6,3.9,1,0.6,0.5,0.7,2.3,5.8,16.8,0.681,0.115,0.617,9.3,17.4,13.4,8.4,2,2.8,13.7,13.6,2.3,1.1,3.4,0.187,-0.9,1.6,0.6,0.6,0
"266","Taurean Prince",2021,"PF",26,"TOT",41,10,22.1,3.2,8,0.401,1.5,3.8,0.4,1.7,4.2,0.401,0.495,1.6,1.9,0.855,0.5,3,3.5,1.9,0.7,0.6,1.1,1.8,9.5,12.1,0.54,0.474,0.232,2.3,15.4,8.8,12.8,1.5,2.3,11.5,19.6,0.2,0.7,1,0.052,-1.2,-0.8,-2,0,0
"267","Payton Pritchard",2021,"SG",23,"BOS",63,2,18.9,2.7,6.1,0.452,1.5,3.6,0.415,1.3,2.5,0.503,0.573,0.6,0.7,0.907,0.5,1.7,2.2,1.7,0.5,0.1,0.8,1.6,7.6,12.3,0.595,0.585,0.112,2.9,10.4,6.6,12.9,1.3,0.7,11.3,16.4,1.6,0.8,2.4,0.095,-0.5,-0.9,-1.4,0.2,0
"268","Immanuel Quickley",2021,"PG",21,"NYK",61,3,19.6,3.7,9.2,0.399,1.9,4.8,0.397,1.8,4.4,0.401,0.503,2.5,2.8,0.889,0.4,1.8,2.2,2.1,0.5,0.2,0.9,1.8,11.7,16.4,0.563,0.52,0.305,2.2,9.9,6.1,16.8,1.3,1,8.2,25.8,1.9,1.4,3.3,0.133,1.9,-0.7,1.1,0.9,0
"269","Jahmi'us Ramsey",2021,"SG",19,"SAC",11,0,3.9,0.6,1.5,0.412,0.2,0.8,0.222,0.5,0.7,0.625,0.471,0.2,0.2,1,0.1,0.5,0.5,0.3,0.3,0.1,0.2,0.1,1.6,13.3,0.503,0.529,0.118,2.6,13.1,7.8,9.6,3.3,2,10.1,19.9,0,0,0,0.023,-2.3,-1.1,-3.4,0,0
"270","Chasson Randle",2021,"PG",27,"ORL",38,5,19.9,2.1,5.6,0.384,1.1,3.1,0.345,1.1,2.5,0.432,0.479,0.8,1.1,0.78,0.2,1.8,1.9,1.8,0.5,0.1,1.1,1.5,6.2,7.1,0.511,0.55,0.194,0.8,9.5,5,13.4,1.2,0.5,15.8,15.5,-0.4,0.4,-0.1,-0.004,-5.1,-1.4,-6.5,-0.9,0
"271","J.J. Redick",2021,"SG",36,"TOT",44,0,16.4,2.4,6.1,0.397,1.5,4,0.371,0.9,2,0.449,0.521,1.1,1.2,0.942,0.1,1.4,1.5,1.2,0.3,0.1,0.8,1.1,7.4,9.9,0.564,0.667,0.195,0.6,9,4.8,9.7,0.7,0.4,11,19.2,0.4,0.3,0.7,0.046,-1.5,-2.2,-3.7,-0.3,0
"272","Paul Reed",2021,"PF",21,"PHI",23,0,6.2,1.3,2.5,0.534,0,0.3,0,1.3,2.3,0.596,0.534,0,0.2,0.25,0.9,1,1.9,0.3,0.3,0.5,0.4,1,2.7,18.2,0.527,0.103,0.069,15.7,18.1,16.9,7.7,2.7,7.5,14.3,21,0,0.3,0.4,0.122,-3.1,1.5,-1.6,0,0
"273","Naz Reid",2021,"C",21,"MIN",67,15,19.1,4.3,8.2,0.522,0.9,2.5,0.349,3.4,5.8,0.596,0.574,1.7,2.3,0.707,1.1,3.4,4.6,1,0.5,1.1,1,2.5,11.1,18.2,0.6,0.301,0.284,6.2,20.2,13,8.9,1.2,4.9,9.6,22.5,1.8,1.2,3,0.114,-0.2,-0.4,-0.6,0.4,0
"274","Cameron Reynolds",2021,"SF",25,"SAS",3,0,2,0.3,0.7,0.5,0,0,0,0.3,0.7,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0.7,6.2,0.5,0,0,0,0,0,0,0,0,0,14.5,0,0,0,-0.015,-6.1,-3.2,-9.3,0,0
"275","Nick Richards",2021,"PF",23,"CHO",18,0,3.5,0.2,0.5,0.444,0,0.1,0,0.2,0.4,0.5,0.444,0.4,0.6,0.636,0.2,0.4,0.6,0.1,0,0,0.2,0.4,0.8,5.5,0.542,0.111,1.222,6.8,12.2,9.5,4.1,0,0,17.8,11.5,0,0,0,0.027,-5.8,-2.9,-8.7,-0.1,0
"276","Grant Riller",2021,"PG",23,"CHO",6,0,3.8,1.3,1.8,0.727,0.3,0.7,0.5,1,1.2,0.857,0.818,0,0,0,0,0.2,0.2,0.5,0.2,0,0.2,0,3,29.4,0.818,0.364,0,0,4.8,2.4,26.9,2.1,0,8.3,22.5,0.1,0,0.1,0.23,7.5,2.3,9.8,0.1,0
"277","Austin Rivers",2021,"SG",28,"TOT",33,4,23.3,2.9,6.8,0.426,1.5,4.1,0.366,1.4,2.7,0.517,0.536,0.7,0.9,0.71,0.2,2,2.2,2.2,0.9,0.1,0.9,1.7,7.9,10.3,0.551,0.601,0.139,1,9.6,5.3,13.3,1.9,0.3,11.6,15.3,0.4,0.8,1.2,0.078,-1.9,0.1,-1.8,0,0
"278","Andre Roberson",2021,"SG",29,"BRK",5,0,12.6,0.4,2.8,0.143,0.2,1.6,0.125,0.2,1.2,0.167,0.179,0.2,0.4,0.5,1.4,1.6,3,0.8,0.6,0.2,0.4,0.8,1.2,4.2,0.202,0.571,0.143,12.9,13.5,13.2,7.4,2.3,1.4,11.8,11.7,-0.1,0.1,-0.1,-0.044,-5.1,-1.2,-6.2,-0.1,0
"279","Glenn Robinson III",2021,"SF",27,"SAC",23,2,16,1.8,4.3,0.424,0.7,1.9,0.364,1.1,2.4,0.473,0.505,0.9,1,0.913,0.5,1.5,2,0.9,0.2,0.1,0.5,1,5.3,9.1,0.554,0.444,0.232,3.3,10.4,6.8,7,0.5,0.7,9.2,14,0.3,0,0.2,0.032,-1.9,-2.8,-4.6,-0.2,0
"280","Jerome Robinson",2021,"SG",23,"WAS",17,6,17.9,1.6,5.6,0.295,0.6,2.5,0.262,1,3.1,0.321,0.353,0.9,1.2,0.8,0.2,2,2.2,1.5,0.7,0.4,1.1,1.8,4.9,4.1,0.4,0.442,0.211,1.4,11.8,6.6,10.2,1.8,1.6,15.5,16.7,-0.7,0.3,-0.4,-0.058,-6.5,-1.1,-7.6,-0.4,0
"281","Justin Robinson",2021,"PG",23,"OKC",9,0,9.8,0.8,2.3,0.333,0.4,1.6,0.286,0.3,0.8,0.429,0.429,0.3,0.6,0.6,0.1,0.7,0.8,1,0.3,0,0.2,1.1,2.3,6,0.453,0.667,0.238,1.2,7.2,4.1,14.1,1.6,0,7.9,12.2,0,0,0,0.02,-6.2,-1.3,-7.6,-0.1,0
"282","Rajon Rondo",2021,"PG",34,"TOT",43,2,16.8,2,4.7,0.438,0.7,1.9,0.39,1.3,2.8,0.471,0.517,0.4,0.4,0.941,0.4,2,2.4,4.2,0.8,0.1,1.7,1.2,5.2,13,0.537,0.408,0.085,2.9,12.8,7.9,34.3,2.5,0.5,25.7,17.1,0.4,0.8,1.2,0.077,-0.8,0.4,-0.4,0.3,0
"283","Derrick Rose",2021,"PG",32,"TOT",48,3,25.6,5.8,12.4,0.469,1,2.6,0.386,4.8,9.7,0.491,0.51,2.2,2.6,0.863,0.4,2.2,2.6,4.3,1,0.4,1.6,1.1,14.8,18.5,0.55,0.214,0.209,1.5,9.4,5.5,28.3,2,1.5,10.4,25.9,1.5,1.5,3,0.119,1.5,0.3,1.7,1.2,0
"284","Terrence Ross",2021,"SG",29,"ORL",46,2,29.3,5.5,13.4,0.412,1.9,5.7,0.337,3.6,7.7,0.469,0.485,2.6,3,0.87,0.3,3.1,3.4,2.3,1,0.5,1.6,1.9,15.6,13.2,0.53,0.429,0.224,1.1,11.4,6.1,13.2,1.7,1.4,9.9,24.1,-0.1,1,0.9,0.032,-1.3,-1.1,-2.4,-0.1,0
"285","Luka Samanic",2021,"PF",21,"SAS",32,4,9.5,1.4,3.2,0.447,0.4,1.3,0.279,1.1,1.9,0.567,0.505,0.5,0.9,0.552,0.5,1.6,2.1,0.5,0.2,0.3,0.6,1.3,3.8,9.6,0.518,0.417,0.282,5.5,18.5,11.9,7,1.1,2.2,14.7,19.5,-0.2,0.3,0.1,0.017,-4.3,-0.9,-5.3,-0.2,0
"286","JaKarr Sampson",2021,"PF",27,"IND",26,4,10.2,1.6,3.3,0.471,0.1,0.5,0.25,1.5,2.9,0.507,0.489,0.6,1,0.6,0.8,1.7,2.5,0.1,0.1,0.5,0.5,1.8,3.8,9.1,0.51,0.138,0.287,9.1,17.9,13.5,1.5,0.4,4,12.5,18,-0.1,0.3,0.1,0.024,-6,-2.1,-8.2,-0.4,0
"287","Dario Saric",2021,"C",26,"PHO",47,1,16.9,3,6.6,0.452,1,2.7,0.354,2,3.9,0.519,0.524,1.6,1.8,0.86,0.9,2.8,3.7,1.3,0.5,0.1,1.1,1.9,8.5,14.3,0.574,0.41,0.277,6.2,18.5,12.5,10.4,1.6,0.5,13.4,22.5,0.6,0.9,1.5,0.093,-1.3,-0.8,-2.2,0,0
"288","Tomas Satoransky",2021,"SG",29,"CHI",57,18,22.6,2.9,5.7,0.511,0.7,2.1,0.356,2.2,3.6,0.599,0.575,1.2,1.4,0.848,0.5,1.9,2.5,4.7,0.7,0.2,1.6,1.5,7.7,13.9,0.613,0.363,0.243,2.6,9.4,6,28.1,1.5,0.9,20.7,15.3,1.9,1.1,3.1,0.114,-0.4,-0.1,-0.5,0.5,0
"289","Mike Scott",2021,"PF",32,"PHI",48,12,16.7,1.5,4,0.361,1,3,0.34,0.4,1,0.42,0.487,0.2,0.3,0.667,0.2,2.2,2.4,0.7,0.5,0.2,0.4,1.4,4.1,6.5,0.494,0.742,0.062,1.4,14.1,7.9,5.5,1.4,1.1,8.7,11.7,-0.1,1.1,0.9,0.056,-3.3,0.1,-3.2,-0.2,0
"290","Jay Scrubb",2021,"SG",20,"LAC",1,0,4,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-33.4,0,0,0,0,0,0,0,0,0,33.3,33.2,-0.1,0,-0.1,-0.88,-26.9,-13.9,-40.8,0,0
"291","Landry Shamet",2021,"SG",23,"BRK",58,10,22.7,3,7.4,0.399,2,5.4,0.377,0.9,2,0.458,0.536,1.1,1.3,0.842,0.2,1.7,1.8,1.6,0.5,0.2,0.8,1.5,9.1,9.9,0.566,0.726,0.176,0.8,7.7,4.4,9.3,1.1,0.6,9.2,16.9,0.9,0.6,1.5,0.053,-1.4,-1.5,-2.9,-0.3,0
"292","Iman Shumpert",2021,"SG",30,"BRK",2,0,5.5,0.5,2,0.25,0,1.5,0,0.5,0.5,1,0.25,0,0,0,0.5,0,0.5,0,0.5,0,0.5,0,1,-0.3,0.25,0.75,0,10.5,0,5,0,4.4,0,20,19.8,-0.1,0,0,-0.212,-10.2,-2.7,-13,0,0
"293","Chris Silva",2021,"PF",24,"TOT",15,0,6.1,0.7,1.1,0.625,0.1,0.1,1,0.6,1,0.6,0.656,0.7,1,0.733,0.5,1.3,1.8,0.4,0.1,0.4,0.7,1.6,2.1,11.5,0.708,0.063,0.938,8.9,24.3,16.7,9.3,0.5,6.6,30.7,15.9,0.1,0.1,0.2,0.101,-6.2,0.8,-5.5,-0.1,0
"294","Anfernee Simons",2021,"SG",21,"POR",61,0,17.2,2.7,6.4,0.418,1.9,4.5,0.426,0.8,1.9,0.398,0.567,0.7,0.9,0.8,0.2,2,2.3,1.4,0.3,0.1,0.7,1.5,8,12.5,0.587,0.697,0.141,1.4,13,7,12,0.8,0.7,9.4,18.8,1.4,0.3,1.7,0.078,0.6,-1.8,-1.2,0.2,0
"295","Deividas Sirvydis",2021,"SG",20,"DET",19,0,6,0.4,1.5,0.276,0.3,1.1,0.286,0.1,0.4,0.25,0.379,0.2,0.3,0.5,0,1.5,1.5,0.3,0.1,0,0.2,0.5,1.3,3.1,0.395,0.724,0.207,0,27.5,13.6,6,0.9,0,11.2,13.7,-0.2,0.1,-0.1,-0.039,-6.6,-1,-7.6,-0.2,0
"296","Alen Smailagic",2021,"PF",20,"GSW",14,1,4.6,0.6,1.5,0.429,0.2,0.5,0.429,0.4,1,0.429,0.5,0.1,0.4,0.333,0.4,0.6,1,0.2,0.1,0.4,0.3,0.6,1.6,10.6,0.486,0.333,0.286,8.4,14.8,11.6,6.5,1.5,6.9,14.5,18.5,-0.1,0.1,0,0.028,-4.1,0.1,-3.9,0,0
"297","Dennis Smith Jr.",2021,"PG",23,"TOT",23,9,18.3,2.5,6.3,0.4,0.8,2.5,0.328,1.7,3.8,0.448,0.466,0.8,1.1,0.731,0.5,1.9,2.4,3.3,1,0.6,1.1,1.6,6.7,13.6,0.492,0.4,0.179,3.1,11.5,7.3,27.8,2.7,2.9,14.3,19,0.1,0.6,0.6,0.07,-1.3,1.5,0.2,0.2,0
"298","Ish Smith",2021,"PG",32,"WAS",41,1,20.5,2.8,6.5,0.427,0.4,1.1,0.383,2.3,5.4,0.436,0.461,0.4,0.8,0.581,0.5,2.8,3.2,3.8,0.7,0.3,0.9,1.4,6.4,11.4,0.47,0.176,0.116,2.4,14.2,8.3,24.6,1.6,1.2,11.9,15.7,0.1,0.8,0.9,0.051,-2.2,0.1,-2.1,0,0
"299","Jalen Smith",2021,"PF",20,"PHO",25,0,4.1,0.6,1.4,0.441,0.1,0.5,0.25,0.5,0.9,0.545,0.485,0.2,0.3,0.714,0.2,0.6,0.9,0.1,0,0.1,0.2,0.5,1.5,7.9,0.512,0.353,0.206,6.7,17.3,12.1,2.6,0.5,1.8,13.9,18.7,-0.1,0.1,0,0.011,-4.6,-1.4,-6,-0.1,0
"300","Ray Spalding",2021,"C",23,"HOU",2,0,9.5,1,2,0.5,0,0.5,0,1,1.5,0.667,0.5,0,1,0,1,1,2,0,0,1,1.5,1.5,2,0.8,0.41,0.25,0.5,10.7,11.7,11.2,0,0,9.5,38.1,17.6,-0.1,0,-0.1,-0.184,-8.9,-1.4,-10.4,0,0
"301","Cassius Stanley",2021,"SG",21,"IND",22,0,3.8,0.6,1.8,0.333,0.1,0.5,0.25,0.5,1.2,0.37,0.372,0.3,0.4,0.778,0.3,0.5,0.9,0,0,0.1,0,0.5,1.6,7.9,0.419,0.308,0.231,9.2,15.6,12.4,1.6,0.6,2,2.3,22.6,-0.1,0.1,0,-0.013,-5.8,-3.6,-9.3,-0.2,0
